,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
10808,1237131,Credit reporting,,Incorrect information on credit report,Account status,NY,10101.0,2015-02-11,2015-02-11,Equifax,Closed with explanation,Yes,
10809,1236301,Bank account or service,Savings account,Deposits and withdrawals,,VA,22905.0,2015-02-11,2015-02-18,BB&T Financial,Closed with monetary relief,Yes,
10810,1235107,Credit card,,Credit line increase/decrease,,FL,33323.0,2015-02-11,2015-02-18,TD Bank,Closed with monetary relief,Yes,
10811,1236051,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,FL,32065.0,2015-02-11,2015-02-11,"CIR, Law Offices",Closed with explanation,Yes,
10812,1237556,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,WA,98034.0,2015-02-11,2015-02-18,M&T Bank,Closed with explanation,Yes,Yes
10813,1235846,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,27410.0,2015-02-11,2015-02-11,Navient,Closed with explanation,Yes,
10814,1237316,Credit card,,Billing disputes,,GA,31909.0,2015-02-11,2015-02-12,JPMorgan Chase,Closed with monetary relief,Yes,
10815,1234936,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,DE,19709.0,2015-02-11,2015-02-11,Rushmore Loan Management Services LLC,Closed with explanation,Yes,Yes
10816,1236459,Bank account or service,Other bank product/service,Deposits and withdrawals,,FL,33024.0,2015-02-11,2015-02-18,Nationstar Mortgage,Closed with explanation,Yes,
10817,1236957,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75104.0,2015-02-11,2015-02-12,Equifax,Closed with explanation,Yes,
10818,1236874,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,92110.0,2015-02-11,2015-02-19,Nationstar Mortgage,Closed with explanation,Yes,
10819,1235345,Student loan,Non-federal student loan,Can't repay my loan,,PA,19010.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
10820,1237047,Credit card,,Billing disputes,,FL,33140.0,2015-02-11,2015-02-18,Citibank,Closed with explanation,Yes,Yes
10821,1236440,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,VA,24083.0,2015-02-11,2015-02-18,JPMorgan Chase,Closed with explanation,Yes,Yes
10822,1235753,Debt collection,,Communication tactics,Threatened to take legal action,NC,27410.0,2015-02-11,2015-02-18,Cornerstone Mitigation,Closed with explanation,No,
10823,1235760,Credit card,,Transaction issue,,NJ,8852.0,2015-02-11,2015-02-18,HSBC,Closed with explanation,Yes,
10824,1237289,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8096.0,2015-02-11,2015-02-12,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
10825,1236043,Bank account or service,Checking account,Using a debit or ATM card,,NY,10001.0,2015-02-11,2015-02-18,JPMorgan Chase,Closed with explanation,Yes,
10826,1236058,Student loan,Non-federal student loan,Can't repay my loan,,KY,40033.0,2015-02-11,2015-02-11,First Associates Loan Servicing LLC,Closed with explanation,Yes,
10827,1236025,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CO,80123.0,2015-02-11,2015-02-13,"Credit Service Company, INC",Closed with explanation,Yes,
10828,1237330,Debt collection,Medical,Taking/threatening an illegal action,Sued where didn't live/sign for debt,IN,47713.0,2015-02-11,2015-02-12,"Slovin & Associates Co., LPA",Closed with non-monetary relief,Yes,
10829,1238720,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97127.0,2015-02-11,2015-02-12,Wells Fargo,Closed with explanation,Yes,Yes
10830,1236592,Mortgage,Other mortgage,Other,,VA,23323.0,2015-02-11,2015-02-18,Wells Fargo,In progress,Yes,
10831,1235094,Bank account or service,Savings account,"Account opening, closing, or management",,OH,45405.0,2015-02-11,2015-02-11,Fifth Third Bank,In progress,Yes,
10832,1237283,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33618.0,2015-02-11,2015-02-12,Seterus,Closed with explanation,Yes,
10833,1235639,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8060.0,2015-02-11,2015-02-18,Wells Fargo,Closed with non-monetary relief,Yes,Yes
10834,1235619,Credit card,,Closing/Cancelling account,,OH,44240.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10835,1237038,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,MI,48640.0,2015-02-11,2015-02-19,JPMorgan Chase,Closed with explanation,Yes,
10836,1235590,Credit card,,Credit card protection / Debt protection,,VA,22039.0,2015-02-11,2015-02-11,USAA Savings,Closed with monetary relief,Yes,
10837,1235558,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11208.0,2015-02-11,2015-02-18,M&T Bank,Closed with explanation,Yes,
10838,1236152,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,MD,21234.0,2015-02-11,2015-02-18,HIGHLAND FINANCIAL SERVICES,Untimely response,No,
10839,1237324,Credit card,,Other,,WA,99163.0,2015-02-11,2015-02-19,Discover,Closed with explanation,Yes,
10840,1235810,Credit card,,Transaction issue,,NC,27542.0,2015-02-11,2015-02-18,JPMorgan Chase,Closed with monetary relief,Yes,
10841,1237346,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8882.0,2015-02-11,2015-02-12,Absolute Resolutions Corp.,Closed,Yes,
10842,1237305,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94801.0,2015-02-11,2015-02-12,TransUnion,Closed with explanation,Yes,
10843,1237304,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,28466.0,2015-02-11,2015-02-12,Nationstar Mortgage,Closed with explanation,Yes,
10844,1237295,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,OK,74119.0,2015-02-11,2015-02-20,TransUnion,Closed with explanation,Yes,Yes
10845,1236274,Consumer loan,Vehicle loan,Managing the loan or lease,,FL,32547.0,2015-02-11,2015-02-18,FC HoldCo LLC,Closed with explanation,Yes,
10846,1235604,Debt collection,Medical,Communication tactics,Threatened to take legal action,MS,39567.0,2015-02-11,2015-02-23,Coast Collection Agency Inc,Closed with non-monetary relief,Yes,
10847,1236234,Debt collection,,Communication tactics,Threatened to take legal action,CA,95035.0,2015-02-11,2015-02-11,Commercial Recovery Systems,Untimely response,No,
10848,1236568,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,OH,43081.0,2015-02-11,2015-02-11,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,
10849,1237310,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,92211.0,2015-02-11,2015-02-12,"The CBE Group, Inc.",Closed with explanation,Yes,
10850,1236424,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,WA,98498.0,2015-02-11,2015-02-11,AllianceOne Recievables Management,Closed with explanation,Yes,
10851,1237259,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,AL,36108.0,2015-02-11,2015-02-18,"Monterey Financial Services, Inc.",Closed with explanation,Yes,
10852,1235587,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33909.0,2015-02-11,2015-02-11,"Accelerated Financial Solutions, LLC",Untimely response,No,
10853,1235372,Payday loan,,Charged fees or interest I didn't expect,,NV,,2015-02-11,2015-02-11,"Financial Asset Management, Inc.",Closed with explanation,Yes,
10854,1236848,Consumer loan,Title loan,Charged fees or interest I didn't expect,,CA,95621.0,2015-02-11,2015-02-11,"Check into Cash, Inc.",Closed with monetary relief,Yes,
10855,1236669,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WA,98418.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
10856,1235704,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,30044.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,
10857,1237344,Credit card,,Balance transfer,,OH,43615.0,2015-02-11,2015-02-12,PNC Bank,In progress,Yes,
10858,1236071,Debt collection,Medical,Communication tactics,Frequent or repeated calls,OH,44313.0,2015-02-11,2015-02-18,"Escallate, LLC",Closed with explanation,Yes,
10859,1235661,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30046.0,2015-02-11,2015-02-11,Navient,In progress,Yes,
10860,1235692,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,FL,33418.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
10861,1235825,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,7801.0,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,
10862,1235854,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,8060.0,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,
10863,1234966,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,WY,82609.0,2015-02-11,2015-02-18,Transworld Systems Inc.,In progress,Yes,
10864,1234929,Credit card,,Bankruptcy,,FL,32803.0,2015-02-11,2015-02-18,Bank of America,Closed with explanation,Yes,
10865,1234925,Consumer loan,Vehicle loan,Shopping for a loan or lease,,KY,41048.0,2015-02-11,2015-02-11,Capital One,Closed with explanation,Yes,Yes
10866,1234968,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,WI,54482.0,2015-02-11,2015-02-11,"Alliance Collection Agencies, Inc.",Closed with explanation,Yes,
10867,1236859,Credit card,,Credit determination,,MN,55374.0,2015-02-11,2015-02-11,Citibank,Closed with non-monetary relief,Yes,
10868,1237365,Credit card,,Other fee,,TX,78753.0,2015-02-11,2015-02-12,Barclays,Closed with monetary relief,Yes,
10869,1235629,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CT,,2015-02-11,2015-02-13,Professional Receivables Network,Closed with explanation,No,
10870,1235808,Bank account or service,Checking account,Deposits and withdrawals,,PA,18302.0,2015-02-11,2015-02-18,PNC Bank,In progress,Yes,
10871,1237256,Credit reporting,,Incorrect information on credit report,Account terms,NC,27707.0,2015-02-11,2015-02-12,Equifax,Closed with non-monetary relief,Yes,
10872,1236238,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,NC,27604.0,2015-02-11,2015-02-18,Equifax,Closed with explanation,Yes,
10873,1236260,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,OH,44685.0,2015-02-11,2015-02-11,"Account Control Technology, Inc.",Closed with non-monetary relief,Yes,
10874,1236261,Money transfers,International money transfer,Other transaction issues,,FL,34293.0,2015-02-11,2015-02-11,Western Union,Closed with explanation,Yes,
10875,1236369,Credit reporting,,Incorrect information on credit report,Account status,MD,20785.0,2015-02-11,2015-02-11,Equifax,Closed with non-monetary relief,Yes,
10876,1235819,Consumer loan,Vehicle loan,Managing the loan or lease,,FL,33021.0,2015-02-11,2015-02-18,Fifth Third Bank,Closed with monetary relief,Yes,
10877,1237264,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,TX,78253.0,2015-02-11,2015-02-12,Ocwen,In progress,Yes,
10878,1236497,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,13421.0,2015-02-11,2015-02-11,Encore Capital Group,Closed with explanation,Yes,
10879,1234822,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,48382.0,2015-02-11,2015-02-18,Carrington Mortgage,Closed with explanation,Yes,
10880,1235432,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NC,27536.0,2015-02-11,2015-02-11,JPMorgan Chase,Closed with explanation,Yes,
10881,1235442,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,34786.0,2015-02-11,2015-02-11,Bank of America,Closed with non-monetary relief,Yes,
10882,1234919,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CT,6840.0,2015-02-11,2015-02-11,Hudson City Savings Bank,Closed with explanation,Yes,
10883,1236259,Consumer loan,Vehicle lease,Taking out the loan or lease,,CO,80920.0,2015-02-11,2015-02-11,Ally Financial Inc.,Closed with explanation,Yes,
10884,1234898,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,11953.0,2015-02-11,2015-02-18,Experian,Closed with non-monetary relief,Yes,
10885,1234900,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,11953.0,2015-02-11,2015-02-18,Equifax,Closed with explanation,Yes,
10886,1235520,Credit card,,Customer service / Customer relations,,WA,98626.0,2015-02-11,2015-02-11,Bank of America,Closed with explanation,Yes,
10887,1235457,Credit reporting,,Incorrect information on credit report,Account status,MD,20757.0,2015-02-11,2015-02-24,Equifax,Closed with explanation,Yes,
10888,1236380,Credit card,,Billing disputes,,TX,78844.0,2015-02-11,2015-02-19,GE Capital Retail,Closed with explanation,Yes,
10889,1237290,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8096.0,2015-02-11,2015-02-12,GE Capital Retail,Closed with explanation,Yes,
10890,1234903,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MA,1841.0,2015-02-11,2015-02-11,Equifax,Closed with non-monetary relief,Yes,Yes
10891,1235361,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,FL,33463.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,Yes
10892,1234854,Credit reporting,,Incorrect information on credit report,Account status,GA,30014.0,2015-02-11,2015-02-18,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes
10893,1234877,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,30305.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,
10894,1236432,Credit reporting,,Incorrect information on credit report,Account status,OH,43204.0,2015-02-11,2015-02-11,Experian,Closed with non-monetary relief,Yes,
10895,1236645,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30349.0,2015-02-11,2015-02-11,"National Credit Systems,Inc.",Closed with explanation,Yes,
10896,1235002,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90504.0,2015-02-11,2015-02-18,Bank of America,Closed with monetary relief,Yes,
10897,1234901,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,21229.0,2015-02-11,2015-02-18,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,
10898,1235695,Credit card,,Credit line increase/decrease,,PA,19046.0,2015-02-11,2015-02-11,Citibank,Closed with explanation,Yes,Yes
10899,1234873,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33173.0,2015-02-11,2015-02-12,PNC Bank,In progress,Yes,
10900,1234875,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,23059.0,2015-02-11,2015-02-11,"Vantage Sourcing, LLC",Closed with explanation,Yes,
10901,1234823,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,NJ,8015.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,Yes
10902,1235003,Bank account or service,Checking account,Deposits and withdrawals,,OH,43777.0,2015-02-11,2015-02-18,PNC Bank,In progress,Yes,
10903,1235469,Bank account or service,Checking account,Deposits and withdrawals,,FL,33615.0,2015-02-11,2015-02-11,U.S. Bancorp,Closed with explanation,Yes,
10904,1237277,Credit reporting,,Incorrect information on credit report,Information is not mine,AL,35243.0,2015-02-11,2015-02-20,TransUnion,Closed with explanation,Yes,
10905,1235486,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60084.0,2015-02-11,2015-02-11,FirstMerit Bank,Closed with explanation,Yes,
10906,1236644,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75082.0,2015-02-11,2015-02-18,Experian,Closed with non-monetary relief,Yes,
10907,1235395,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,CA,92262.0,2015-02-11,2015-02-18,United Collection Bureau,Untimely response,No,
10908,1235963,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,7762.0,2015-02-11,2015-02-18,"Shellpoint Partners, LLC",Closed with explanation,Yes,
10909,1234976,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,SC,29730.0,2015-02-11,2015-02-11,"Choice Recovery, Inc.",Closed,Yes,
10910,1235300,Credit card,,Rewards,,CA,94538.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10911,1235479,Debt collection,,Taking/threatening an illegal action,Sued w/o proper notification of suit,FL,33314.0,2015-02-11,2015-02-11,Encore Capital Group,Closed with explanation,Yes,Yes
10912,1235307,Credit card,,Other,,NY,10101.0,2015-02-11,2015-02-11,Citibank,Closed with monetary relief,Yes,
10913,1235674,Credit card,,Other,,NC,28326.0,2015-02-11,2015-02-11,Bank of America,Closed with explanation,Yes,
10914,1235565,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30253.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,
10915,1234983,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,19134.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
10916,1237253,Credit card,,APR or interest rate,,,,2015-02-11,2015-02-12,Bank of America,Closed with explanation,Yes,
10917,1235308,Credit reporting,,Incorrect information on credit report,Account status,NY,10101.0,2015-02-11,2015-02-11,Experian,Closed with non-monetary relief,Yes,
10918,1236153,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,TX,75043.0,2015-02-11,2015-02-18,GE Capital Retail,Closed with monetary relief,Yes,
10919,1235290,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MS,38756.0,2015-02-11,2015-02-11,Santander Consumer USA,Closed with explanation,Yes,
10920,1238532,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NV,89123.0,2015-02-11,2015-02-19,21st Mortgage Corporation,Closed with explanation,Yes,
10921,1236646,Money transfers,International money transfer,Money was not available when promised,,NY,10019.0,2015-02-11,2015-02-18,MoneyGram,Closed with explanation,Yes,
10922,1235282,Credit card,,Delinquent account,,CA,92801.0,2015-02-11,2015-02-18,First National Bank of Omaha,Closed with monetary relief,Yes,Yes
10923,1237308,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,MS,38655.0,2015-02-11,2015-02-12,Capital One,Closed with explanation,Yes,
10924,1234938,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,OH,44107.0,2015-02-11,2015-02-18,JPMorgan Chase,In progress,Yes,
10925,1236026,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,21239.0,2015-02-11,2015-02-11,Ocwen,Closed with explanation,Yes,
10926,1235302,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MI,48009.0,2015-02-11,2015-02-18,Bank of America,In progress,Yes,
10927,1235458,Credit reporting,,Incorrect information on credit report,Account status,MD,20757.0,2015-02-11,2015-02-24,Experian,In progress,Yes,
10928,1235296,Debt collection,Medical,Communication tactics,Threatened to take legal action,ID,83402.0,2015-02-11,2015-02-11,"Medical Recovery Services, LLC",Untimely response,No,
10929,1235286,Credit card,,Delinquent account,,CA,95032.0,2015-02-11,2015-02-11,Capital One,In progress,Yes,
10930,1235369,Credit card,,Billing statement,,GA,30168.0,2015-02-11,2015-02-11,GE Capital Retail,Closed with explanation,Yes,
10931,1236081,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MA,1128.0,2015-02-11,2015-02-20,Experian,Closed with explanation,Yes,
10932,1236415,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,GA,30114.0,2015-02-11,2015-02-11,Experian,Closed with explanation,Yes,
10933,1236240,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33185.0,2015-02-11,2015-02-11,BankUnited,Closed with explanation,Yes,
10934,1237303,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,NJ,7661.0,2015-02-11,2015-02-12,Wells Fargo,Closed with explanation,Yes,
10935,1235348,Credit reporting,,Incorrect information on credit report,Information is not mine,AE,9096.0,2015-02-11,2015-02-11,TransUnion,Closed with explanation,Yes,
10936,1234967,Credit card,,Other,,AR,71968.0,2015-02-11,2015-02-11,GE Capital Retail,Closed with explanation,Yes,
10937,1234881,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TX,78225.0,2015-02-11,2015-02-11,First Data Corporation,Closed with explanation,Yes,Yes
10938,1236588,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,WI,53963.0,2015-02-11,2015-02-11,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
10939,1235659,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11212.0,2015-02-11,2015-02-18,JPMorgan Chase,In progress,Yes,
10940,1235275,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33023.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
10941,1235285,Credit card,,Closing/Cancelling account,,TN,37122.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10942,1237292,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,HI,96720.0,2015-02-11,2015-02-12,"American Financial Resources, Inc.",Closed with explanation,Yes,
10943,1235288,Credit card,,Delinquent account,,CA,91708.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10944,1236157,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,MI,48204.0,2015-02-11,2015-02-18,Encore Capital Group,Closed with explanation,Yes,Yes
10945,1234846,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,78148.0,2015-02-11,2015-02-18,"Green Tree Servicing, LLC",In progress,Yes,
10946,1236154,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NV,,2015-02-11,2015-02-11,Encore Capital Group,Closed with non-monetary relief,Yes,
10947,1235836,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,93030.0,2015-02-11,2015-02-11,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
10948,1235970,Credit card,,Closing/Cancelling account,,MA,2139.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10949,1236038,Consumer loan,Vehicle lease,Managing the loan or lease,,MT,59860.0,2015-02-11,2015-02-11,Santander Consumer USA,Closed with explanation,Yes,Yes
10950,1235298,Credit card,,Late fee,,VA,20121.0,2015-02-11,2015-02-11,Citibank,Closed with monetary relief,Yes,
10951,1235036,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60707.0,2015-02-11,2015-02-11,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,
10952,1236632,Bank account or service,Checking account,Deposits and withdrawals,,GA,31763.0,2015-02-11,2015-02-18,SunTrust Bank,Closed with monetary relief,Yes,
10953,1236408,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,FL,34606.0,2015-02-11,2015-02-12,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
10954,1236475,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CO,80013.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,
10955,1235640,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NY,12043.0,2015-02-11,2015-02-11,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,
10956,1235276,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,76549.0,2015-02-11,2015-02-11,Ocwen,Closed with explanation,Yes,
10957,1236235,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MD,20772.0,2015-02-11,2015-02-11,Loan Care,In progress,Yes,
10958,1234847,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,NJ,7920.0,2015-02-11,2015-02-11,Experian,In progress,Yes,
10959,1235651,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CA,90232.0,2015-02-11,2015-02-18,"Emory Enterprises, LLC",Untimely response,No,
10960,1236239,Bank account or service,(CD) Certificate of deposit,"Making/receiving payments, sending money",,GA,30083.0,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,
10961,1236589,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,WI,53963.0,2015-02-11,2015-02-11,GE Capital Retail,Closed with explanation,Yes,
10962,1236222,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NJ,7304.0,2015-02-11,2015-02-18,"Green Tree Servicing, LLC",Closed with explanation,Yes,
10963,1235359,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,SD,57717.0,2015-02-11,2015-02-18,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
10964,1235325,Consumer loan,Installment loan,Problems when you are unable to pay,,FL,32762.0,2015-02-11,2015-02-20,"NCB Management Services, Inc.",Closed with explanation,Yes,Yes
10965,1236214,Credit card,,Rewards,,CA,94040.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10966,1237343,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48047.0,2015-02-11,2015-02-12,AES/PHEAA,Closed with explanation,Yes,
10967,1236220,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,PA,19145.0,2015-02-11,2015-02-18,TD Bank,Closed with explanation,Yes,
10968,1235798,Bank account or service,Checking account,Problems caused by my funds being low,,PA,17228.0,2015-02-11,2015-02-18,M&T Bank,Closed with explanation,Yes,
10969,1236405,Bank account or service,Checking account,Using a debit or ATM card,,TN,37932.0,2015-02-11,2015-02-12,SunTrust Bank,Closed with explanation,Yes,
10970,1235655,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,OK,73132.0,2015-02-11,2015-02-11,Radius Global Solutions LLC,Closed with explanation,Yes,
10971,1234939,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,20176.0,2015-02-11,2015-02-11,Experian,In progress,Yes,
10972,1235653,Bank account or service,Other bank product/service,Problems caused by my funds being low,,MO,65202.0,2015-02-11,2015-02-18,Regions,Closed with monetary relief,Yes,
10973,1235380,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,2015-02-11,2015-02-18,Nationstar Mortgage,Closed with explanation,Yes,
10974,1234971,Credit reporting,,Incorrect information on credit report,Account status,NY,11218.0,2015-02-11,2015-02-11,Experian,In progress,Yes,
10975,1236488,Mortgage,Other mortgage,Settlement process and costs,,NY,10566.0,2015-02-11,2015-02-11,Nationstar Mortgage,In progress,Yes,
10976,1235616,Debt collection,,Communication tactics,Frequent or repeated calls,NY,14886.0,2015-02-11,2015-02-19,Navient,Closed with explanation,Yes,
10977,1236637,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,NY,11433.0,2015-02-11,2015-02-18,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
10978,1234849,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,15044.0,2015-02-11,2015-02-18,Nationstar Mortgage,Closed with explanation,Yes,
10979,1234850,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CA,90405.0,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,
10980,1237734,Bank account or service,Checking account,Problems caused by my funds being low,,WA,98405.0,2015-02-11,2015-02-18,TD Bank,Closed with explanation,Yes,Yes
10981,1234852,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,NC,28226.0,2015-02-11,2015-02-11,"Jon Barry and Associates, Inc.",Closed with non-monetary relief,Yes,
10982,1235563,Debt collection,,Taking/threatening an illegal action,Attempted to/Collected exempt funds,VA,23453.0,2015-02-11,2015-02-19,"Premium Asset Services, LLC",In progress,Yes,
